Num;Lat;Lng;Dist (m);MaxSpeed (m/s);Slope (rad);Altitude (m);Duree (s) T;MIN SPEED C;DistSeg;MIN DUREE C
1;48.79880096153847;2.1327697884615384;0.9815698707763809;4.168224299065421;0.01035334862451209;138.01380920410156;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.798808923076926;2.132775576923077;1.9631397117738658;4.168224299065421;0.01490848657196695;138.0284423828125;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79881688461539;2.1327813653846155;2.9447095244176227;4.168224299065421;0.015491502798335645;138.04364776611328;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79882484615385;2.1327871538461536;3.9262793072684343;4.168224299065421;0.01502314682524161;138.05839347839355;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.798832807692314;2.132792942307692;4.907849061779568;4.168224299065421;0.02001939913141957;138.07804260253906;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79884076923077;2.1327987307692307;5.889418786511806;4.168224299065421;0.016098882744040213;138.09384409586588;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79884873076924;2.132804519230769;6.870988482890318;4.168224299065421;0.011011472119294043;138.10465240478516;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.798856692307695;2.1328103076923077;7.852558149489934;4.168224299065421;0.013659880334768216;138.1180601119995;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79886465384616;2.1328160961538463;8.834127787735824;4.168224299065421;0.011354894120511693;138.12920549180774;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79887261538462;2.1328218846153844;9.815697396188769;4.168224299065421;0.011097063819991045;138.14009780883788;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79888057692308;2.132827673076923;10.797266976302039;4.168224299065421;0.011874128946293985;138.1517528187145;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79888853846154;2.1328334615384614;11.778836526636415;4.168224299065421;0.0037376513328746617;138.1554215749105;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.798896500000005;2.13283925;12.760406048617064;4.168224299065421;0.0012995771719136824;138.15669719989484;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79890446153846;2.1328450384615385;13.74197554081882;4.168224299065421;-0.004356369666330536;138.1524211338588;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79891242307693;2.132850826923077;14.72354500466685;4.168224299065421;-0.005091699043672853;138.14742329915364;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.798920384615386;2.1328566153846156;15.705114438735986;4.168224299065421;-0.006595658545777019;138.14094924926758;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79892834615385;2.1328624038461537;16.68668384443735;4.168224299065421;-0.010764183798316696;138.13038365981157;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
1;48.79893630769231;2.132868192307692;17.66825322037387;4.168224299065421;-0.011425458845321545;138.11916902330188;724.0;2.7777777777777777;17.66825322037387;6.360571159334594
2;48.79894426923077;2.1328739807692307;18.649822567956665;4.168224299065421;-0.01620534266095209;138.1032630518863;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79895223076923;2.1328797692307693;19.631391885760568;4.168224299065421;-0.018686885325125833;138.08492164611818;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.798960192307696;2.132885557692308;20.612961175210746;4.168224299065421;-0.020342002268940895;138.06495593843005;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.798968153846154;2.1328913461538463;21.59453043488203;4.168224299065421;-0.028190156068685798;138.03728901256216;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79897611538462;2.1328971346153844;22.576099666185545;4.168224299065421;-0.029932061406451518;138.00791300898013;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79898407692308;2.132902923076923;23.557668867724217;4.168224299065421;-0.03366425899076747;137.97487545013428;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79899203846154;2.1329087115384615;24.53923804090917;4.168224299065421;-0.03401653232411532;137.94149230957032;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79900000000001;2.1329145;25.52080718502781;4.168224299065421;-0.032398573955558396;137.90969643226038;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799007961538464;2.1329202884615386;26.502376299367562;4.168224299065421;-0.029130181994237572;137.88110718903718;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79901592307693;2.132926076923077;27.483945385353593;4.168224299065421;-0.02484519457394783;137.8567224230085;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79902388461539;2.1329318653846157;28.46551444156073;4.168224299065421;-0.02029533730916568;137.8368025154903;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79903184615385;2.1329376538461537;29.4470834694001;4.168224299065421;-0.015599925511938263;137.82149073282878;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79903980769231;2.1329434423076923;30.428652467474624;4.168224299065421;-0.011030478137934818;137.810663777013;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799047769230775;2.132949230769231;31.41022143719543;4.168224299065421;-0.00698021989975326;137.80381226539612;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79905573076923;2.1329550192307694;32.39179037713734;4.168224299065421;-0.001809682115723068;137.80203593860972;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.7990636923077;2.132960807692308;33.37335928872554;4.168224299065421;0.0020244449656862057;137.80402306949392;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799071653846156;2.1329665961538464;34.35492817053484;4.168224299065421;0.004153071187720223;137.80809958321709;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79907961538462;2.1329723846153845;35.33649702397638;4.168224299065421;0.006737812632889499;137.81471316019693;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79908757692308;2.132978173076923;36.318065847653074;4.168224299065421;0.007781327641457606;137.8223509917388;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79909553846154;2.1329839615384616;37.29963464297605;4.168224299065421;0.009137047647800258;137.83131950779966;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.7991035;2.13298975;38.28120340852014;4.168224299065421;0.009061302731216357;137.84021367782202;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799111461538466;2.1329955384615387;39.26277214571051;4.168224299065421;0.008529719666138585;137.8485860824585;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799119423076924;2.133001326923077;40.24434085312198;4.168224299065421;0.008165003714335511;137.85660050554972;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79912738461539;2.1330071153846157;41.22590953217974;4.168224299065421;0.007555769444828101;137.86401694161552;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79913534615385;2.133012903846154;42.207478181444564;4.168224299065421;0.006826897338289066;137.8707179579624;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79914330769231;2.1330186923076924;43.18904680236972;4.168224299065421;0.006239584708643587;137.8768424987793;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79915126923077;2.133024480769231;44.17061539351599;4.168224299065421;0.006061758439831916;137.88279249403212;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799159230769234;2.1330302692307694;45.152183956308534;4.168224299065421;0.006221480315742083;137.8888992641283;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79916719230769;2.133036057692308;46.1337524893222;4.168224299065421;0.006399948681851299;137.89518120948304;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79917515384616;2.1330418461538465;47.115320993982145;4.168224299065421;0.005932483641034787;137.9010043144226;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799183115384615;2.1330476346153846;48.096889468849156;4.168224299065421;0.005002211073599769;137.90591430664062;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79919107692308;2.133053423076923;49.0784579153765;4.168224299065421;0.003797107360030526;137.90964141845703;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79919903846154;2.1330592115384617;50.06002633212495;4.168224299065421;0.002298343140867175;137.9118973975088;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799207;2.133065;51.04159472051969;4.168224299065421;0.001041653478272787;137.91291985144983;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79921480769231;2.1330708461538466;52.009624222610206;4.168224299065421;-0.0006949329007350113;137.9122471359541;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799222615384615;2.1330766923076925;52.97765369520402;4.168224299065421;-0.002425573988909244;137.90989911114727;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79923042307693;2.133082538461539;53.94568313903849;4.168224299065421;-0.004004073778353083;137.90602306019176;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799238230769234;2.1330883846153847;54.913712552667675;4.168224299065421;-0.005316183266058091;137.9008768626622;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.79924603846154;2.133094230769231;55.88174193682893;4.168224299065421;-0.004677087195074945;137.89634932133188;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
2;48.799253846153846;2.133100076923077;56.84977129149348;4.168224299065421;-0.0038051193032491927;137.8926658630371;724.0;2.7777777777777777;1044.8428345785778;376.14342044828805
